"Symbol","Company Name","ADTValue","AggregateScore","Sortino","Beta","BullishVolume","PriceUp","TDI","TII","MFI"
"VHL.NS","VARDHAMAN HOLDINGS","22730147","69.128","89.6933","74.7","65.442","47.55556","75.45087","90.14621","65.45879",""
"VINDHYATEL.NS","Vindhya Telelinks Limited","61277743","52.286","75.1164","67.75","49.016","47.33333","8.498915","0","43.78279",""
"VIPULLTD.NS","Vipul Ltd","55273057","30.095","92.1921","-24.2","37.399","46","50","6.41236","52.86104",""
"VISAKAIND.NS","Visaka Industries Limited","27179310","53.916","74.801","43.75","74.027","44.44444","10.35764","0","61.10257",""
"VISHNU.NS","Vishnu Chemicals Limited","110518802","65.405","92.6754","26.35","64.224","48.44444","83.62906","93.80271","65.07937",""
"VLSFINANCE.NS","VLS Finance Limited","39353790","56.97","99.8","3.05","76.32","50.88889","50","99.08573","69.64211",""
"VOLTAMP.NS","Voltamp Transformers Limited","355989068","51.02","99.8","22.7","64.84","48.22222","16.263615","6.52626","47.58097",""
"VSSL.NS","VARDHMAN SPECIAL S","24380200","51.548","92.0604","16.45","72.828","49.11111","33.552605","39.34696","58.14639",""
"VSTIND.NS","VST Industries Limited","250521418","48.592","72.1154","44.5","28.994","49.77778","2.582965","0","49.92074",""
"VSTTILLERS.NS","VST TILLERS TRACT","48445887","68.415","99.8","47.55","68.548","50.22222","78.023995","100","56.73906",""
"VTL.NS","Vardhman Textiles Ltd","104728059","48.487","86.8619","6.7","72.143","49.55556","24.77802","1.70796","71.99651",""
"WABAG.NS","VA TECH WABAG LTD","880776107","80.898","99.8","82","70.174","52","100","100","62.31226",""
"WANBURY.NS","WANBURY LTD","21983873","60.227","99.8","75.55","45.742","56.22222","50","86.5312","57.74701",""
"WEBELSOLAR.NS","WEBSOL ENERGY SYST","385586297","58.594","99.8","49.95","48.532","51.33333","50","100","60.54529",""
"WELCORP.NS","Welspun Corp Limited","598648292","63.218","99.8","34.5","63.03","55.33333","61.96164","98.71643","67.22609",""
"WELENT.NS","Welspun Enterprises Limited","150003351","55.123","99.8","60.6","61.57","54.44444","26.61673","5.57209","57.10594",""
"WELINV.NS","WELSPUN INVESTMENT","1141122","58.846","99.8","66.5","71.107","47.77778","50","67.94261","58.79412",""
"WIPRO.NS","Wipro Limited","4222220556","63.099","87.1849","64.25","54.71","48.44444","65.32868","100","56.44884",""
"WOCKPHARMA.NS","Wockhardt Limited","443887349","68.055","99.8","45","84.39","51.77778","64.404685","99.10863","67.50242",""
"ZENSARTECH.NS","ZENSAR TECHNOLOGIE","515520166","58.391","99.8","44.9","73.677","51.11111","13.080875","1.47513","63.93604",""
