[Stock_List]SymbolExchange	sortino_ratio_raw	sortino_ratio_normalised	ta_score	risk_score	combo_score	CQR
6173.KL	0	0	32.46	38.364	60.71336990021	0
6181.KL	0	0	49.765	42.579	71.69185892896	0
6491.KL	0	0	34.415	44.145	62.12714798902	0
6521.KL	0	0	31.975	49.92	61.21013969107	0
6556.KL	0	0	69.982	81.585	89.42332147852	0
6556PA.KL	0	0	65.212	76.449	85.31474320474	0
6688.KL	0	0	15.7893402045	3.333333333333	17.45600687117	0
6718.KL	0	0	57.748	48.744	77.77319256813	0
6742.KL	0	0	43.879	49.555	68.164356252	0
6769.KL	0	0	39.732	58.948	66.26741150339	0
6874.KL	0	0	41.987	38.805	66.32068072065	0
7003.KL	0	0	48.693	31.375	70.42445175683	0
7006.KL	0	0	45.088	77.189	71.19803718425	0
7016.KL	0	0	46.345	71.633	71.4819895289	0
7017.KL	0	0	63.062	39.827	81.36075797097	0
7029.KL	0	0	49.719	44.471	71.76328620325	0
7034.KL	0	0	64.249	47.119	82.63021248605	0
7035.KL	0	0	40.327	48.252	65.84686723269	0
7047.KL	0	0	59.895	66.429	80.52679124794	0
7052.KL	0	0	50.526	81.571	75.17793027006	0
7055.KL	0	0	45.104	74.107	70.91288378292	0
7060.KL	0	0	53.161	71.003	76.02512914695	0
7062.KL	0	0	39.842	44.435	65.30763503795	0
7073.KL	0	0	51.082	51.993	73.16191091278	0
7078.KL	0	0	39.602	58.277	66.13605060487	0
7082.KL	0	0	41.193	55.269	66.87139045578	0
7087.KL	0	0	38.521	47.012	64.67440741097	0
7088.KL	0	0	52.932	65.984	75.45625598345	0
7089.KL	0	0	46.693	50.612	70.07694312654	0
7099.KL	0	0	62.775	49.483	81.6153887512	0
7100.KL	0	0	69.509	82.307	98.31683926678	0
7111.KL	0	0	61.263	42.744	80.10985973799	0
7120.KL	0	0	33.969	65.318	63.54425750735	0
7128.KL	0	0	67.783	27.188	84.6230580277	0
7129.KL	0	0	69.798	52.634	96.67518409623	0
7134.KL	0	0	30.368	40.51	59.7487308066	0
7137.KL	0	0	63.45	20.4	81.01454745908	0
7140.KL	0	0	47.904	47.346	70.68621612762	0
7148.KL	0	0	56.602	73.345	78.6634630324	0
7149.KL	0	0	29.636	26.58	58.6675137704	0
7152.KL	0	0	58.094	46.274	77.89498259092	0
7154.KL	0	0	41.411	38.364	65.93430522604	0
7155.KL	0	0	79.344	83.136	105.5581064658	0
7157.KL	0	0	37.547	54.21	64.60853177406	0
7161.KL	0	0	64.394	82.36	85.18845285601	0
7162.KL	0	0	34.283	38.075	61.69114681419	0
7167.KL	0	0	45.501	53.218	69.46391148042	0
7172.KL	0	0	48.915	73.429	73.33444517203	0
7174.KL	0	0	69.324	58.339	96.62880770707	0
7178.KL	0	0	37.917	44.368	64.14721846783	0
7189.KL	0	0	59.819	66.692	80.48985537793	0
7190.KL	0	0	47.237	47.998	70.27572048268	0
7199.KL	0	0	34.203	31.45	61.30957864804	0
7200.KL	0	0	39.742	39.012	41.42946797824	0
7201.KL	0	0	36.861	63.251	64.95225424179	0
7202.KL	0	0	36.36	51.385	63.71567499642	0
7203.KL	0	0	50.333	39.505	71.92961101834	0
7205.KL	0	0	58.634	57.609	78.97238552361	0
7207.KL	0	0	39.033	47.021	64.98124951623	0
7209.KL	0	0	35.539	22.56	61.71568961779	0
7210.KL	0	0	33.327	39.116	35.33262599978	0
7214.KL	0	0	57.805	43.477	77.53412463303	0
7217.KL	0	0	52.755	77.709	76.33198547326	0
7221.KL	0	0	54.298	80.839	77.69438690723	0
7229.KL	0	0	64.195	49.765	82.72779457504	0
7230.KL	0	0	49.597	56.121	72.41079620257	0
7232.KL	0	0	34.834	76.871	65.1554380976	0
7233.KL	0	0	32.42	42.733	60.9541322308	0
7237.KL	0	0	51.896	47.244	73.44436271246	0
7245.KL	0	0	45.633	50.403	69.36146124333	0
7285.KL	0	0	48.73	60.093	72.10837731089	0
7323.KL	0	0	54.753	40.615	75.14221882038	0
7366.KL	0	0	34.524	34.004	61.61145232374	0
7374.KL	0	0	35.866	69.252	64.94609696787	0
7412.KL	0	0	31.771	35.804	33.53758814286	0
7528.KL	0	0	50.372	12.667	50.51513777087	0
7579.KL	0	0	45.744	57.47	69.92685905287	0
7617.KL	0	0	58.523	35.072	77.6894175262	0
7668.KL	0	0	36.597	46.687	63.52567391386	0
7757.KL	0	0	39.328	44.34	41.51668084036	0
7803.KL	0	0	51.74	50.244	73.5134610683	0
7811.KL	0	0	47.531	61.152	71.38457116464	0
7986.KL	0	0	45.071	26.072	79.48315838943	0
8079.KL	0	0	67.03	59.144	85.48591723927	0
8133.KL	0	0	52.422	45.061	73.69403312949	0
8141.KL	0	0	59.385	70.336	80.44763505312	0
8192.KL	0	0	44.326	46.152	68.23851489709	0
8311.KL	0	0	41.862	63.187	67.9099460404	0
8419.KL	0	0	64.377	57.293	83.30559426239	0
8494.KL	0	0	33.577	52.814	62.27723181581	0
8524.KL	0	0	51.54	69.516	74.77495759303	0
8567.KL	0	0	53.722	76.352	76.8812057356	0
8583.KL	0	0	40.054	44.094	65.41642141878	0
8591.KL	0	0	33.207	74.411	64.03932051396	0
8648.KL	0	0	51.993	50.473	73.70582870174	0
8664.KL	0	0	49.183	76.159	73.76303196243	0
8664PA.KL	0	0	38.862	24.304	63.7449342414	0
8702.KL	0	0	39.564	31.013	64.43502658655	0
8869.KL	0	0	49.978	78.6	74.52393497394	0
8877.KL	0	0	39.809	51.141	65.72779206918	0
9075.KL	0	0	52.705	52.54	74.33880325241	0
9113.KL	0	0	25.716	41.612	28.5858868143	0
9148.KL	0	0	49.151	50.137	71.7081270862	0
9172.KL	0	0	74.429	53.785	91.10450263983	0
9261.KL	0	0	41.218	59.438	67.20775513257	0
9296.KL	0	0	32.71	61.526	37.55841424821	0
9326.KL	0	0	49.18	39.725	71.13859153968	0
9369.KL	0	0	32.956	38.13	60.96678322661	0
9393.KL	0	0	54.015	40.946	74.62246288779	0
9407.KL	0	0	28.897	39.582	58.95797430509	0
9423.KL	0	0	70.059	58.678	97.17583636152	0
9431.KL	0	0	21.68378463245	3.333333333333	23.35045129912	0
9571.KL	0	0	30.465	42.857	33.06692071255	0
9679.KL	0	0	42.897	47.963	67.43287812492	0
9776.KL	0	0	53.145	39.536	73.92610906601	0
9792.KL	0	0	55.723	72.902	77.99599908559	0
9822.KL	0	0	49.503	80.073	74.34782235284	0
9873.KL	0	0	38.46	72.269	66.70250634339	0
9881.KL	0	0	67.194	77.427	86.91707695045	0
9997.KL	0	0	58.045	43.26	77.7023198431	0
