"Symbol","Company Name","Wtd Sortino Score"
"BOLA","Bali Bintang Sejahtera Tbk PT","-110.2566301658"
"IPTV","MNC Vision Networks PT","-110.3129520415"
"JMAS","Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk PT","-112.5891455144"
"YELO","Yelooo Integra Datanet Tbk PT","-113.643144635"
"CASH","Cashlez Worldwide Indonesia Tbk","-113.6961521241"
"WSBP","Waskita Beton Precast Tbk PT","-113.8549922038"
"ADHI","Adhi Karya Persero Tbk","-113.9764811495"
"BGTG","Bank Ganesha Tbk PT","-114.9870772003"
"MLPL","Multipolar Tbk","-117.177655246"
"LABA","Ladangbaja Murni PT Tbk","-117.529366138"
"KAEF","Kimia Farma Persero Tbk","-118.2638214498"
"BBYB","Bank Yudha Bhakti Tbk","-120.6808266863"
"MOLI","Madusari Murni Indah Tbk PT","-123.4625160601"
"CITY","Natura City Developments Tbk PT","-124.7354575576"
"AMAN","Makmur Berkah Amanda Pt","-127.6507569143"
"TOYS","Sunindo Adipersada Tbk Pt","-127.915599015"
"DMMX","Digital Mediatama Maxima PT","-128.1739222507"
"ABBA","Mahaka Media Tbk","-131.2881206435"
"LUCK","Sentral Mitra Informatika Tbk PT","-131.3635490436"
"WMUU","Widodo Makmur Unggas Tbk PT","-131.5775300079"
"AGRO","Bank Rakyat Indonesia Agroniaga","-133.6883239409"
"APEX","Apexindo Pratama Duta Tbk","-134.8816810778"
"SLIS","Gaya Abadi Sempurna ","-135.0392913902"
"WIKA","Wijaya Karya Beton PT","-136.073787454"
"CENT","Centratama Telekomunikasi Ind","-139.0829542281"
"UFOE","Damai Sejahtera Abadi Tbk PT","-140.5416788385"
"EMTK","Elang Mahkota Teknologi Tbk","-142.0936180517"
"UVCR","Trimegah Karya Pratama Tbk PT","-143.8648969896"
"WSKT","Waskita Karya Persero Tbk","-147.4924598441"
"URBN","Urban Jakarta Propertindo Tbk PT","-152.4713929901"
"BNBA","Bank Bumi Arta Tbk","-153.5244048701"
"BESS","Batulicin Nusantara Maritim Tbk PT","-154.1417221937"
"MPPA","Matahari Putra Prima Tbk","-157.2061334625"
"PRIM","Royal Prima PT","-162.6736174618"
"ARTO","Bank Artos Indonesia Tbk PT","-169.4672603071"
"POLL","Pollux Properti Indonesia Tbk PT","-170.0701842208"
"MARI","Mahaka Radio Integra Tbk PT","-173.9423627499"
"GIAA","Garuda Indonesia Persero Tbk","-181.4509151692"
"BBHI","Bk Harda Internasional Tbk Pt","-184.2363226694"
"FIRE","Alfa Energi Investama Tbk PT","-184.5177601959"
"KIOS","Kioson Komersial Indonesia Tbk PT","-203.2101060891"
"INPS","Indah Prakasa Sentosa PT Tbk","-263.7764088771"
"TECH","Indosterling Technomedia Tbk","-600.6353401433"
