[Stock_List]SymbolExchange	sortino_ratio_raw	sortino_ratio_normalised	ta_score	risk_score	combo_score	CQR
RW0U.SI	0	0	50.784	55.662	60.076	0
S19.SI	0	0	33.336	57.602	35.296	0
S29.SI	0	0	52.885	64.891	75.33789879131	0
S49.SI	0	0	49.714	45.712	71.82997021411	0
S56.SI	0	0	62.179	35.524	67.519	0
S69.SI	0	0	46.376	60.51	60.472	0
S6NU.SI	0	0	35.186093125	40.97073666667	97.477314125	0
S71.SI	0	0	41.827	44.444	51.386	0
S7OU.SI	0	0	28.932	75.556	32.711	0
S7P.SI	0	0	29.909	64.533	61.39506502163	0
S9B.SI	0	0	61.191	47.478	67.314	0
SV3U.SI	0	0	59.255	43.704	67.059	0
T12.SI	0	0	52.591	72.38	75.74503994982	0
T15.SI	0	0	37.1	27.888	53.41	0
T18.SI	0	0	0	0	0	0
T24.SI	0	0	54.212	44.821	61.893	0
T41.SI	0	0	49.923	58.581	72.80907875732	0
T4B.SI	0	0	59.261	79.731	68.169	0
T6I.SI	0	0	40.03	49.929	56.86	0
T82U.SI	0	0	33.089	59.532	34.593	0
T8B.SI	0	0	48.366	76.599	61.45	0
T8JU.SI	0	0	42.6590525	37.88425333333	54.0243285	0
T8V.SI	0	0	0	0	0	0
TQ5.SI	0	0	34.923	77.891	51.814	0
TS0U.SI	0	0	59.812	40.514	69.485	0
U9E.SI	0	0	41.584	46.373	53.082	0
UD1U.SI	0	0	39.494	73.458	56.988	0
UD2.SI	0	0	51.798	73.162	63.553	0
