[Stock_List]SymbolExchange	sortino_ratio_raw	sortino_ratio_normalised	ta_score	risk_score	combo_score	CQR	Beta	OutlierPC	CloseToSMA6Ratio	UltraShortTerm_Score
PNC.AX	0.198	67.3	39.61	50.18	43.91	5	1.09	34.43	0.987	37.5
PNI.AX	1.282	79.875	52.81	51.89	50.25	5	2.67	58.61	0.996	44.068
PNN.AX	0.742	73.612	60.78	49.51	52.21	5	0.71	61.48	0.99	74.501
PNV.AX	-0.354	60.896	43.89	54.81	47.81	5	2.72	54.36	0.967	52.822
POD.AX	1.431	81.599	42.29	42.5	44.55	5	2.46	33.59	0.935	38.542
POL.AX	-0.621	57.795	29.81	37.3	32.13	5	1.79	29.47	0.929	25.498
PPC.AX	-0.118	63.629	56.06	72.03	63.38	5	0.65	69.97	1.034	66.919
PPE.AX	0.515	70.978	60.24	56.56	55.42	5	0.38	65.8	1.034	75.744
PPL.AX	1.22	79.154	53.67	52.92	48.38	5	1.77	46.71	0.989	46.014
PPM.AX	1.47	82.05	48.32	79.48	66.94	5	1.13	62.88	0.999	27.707
PPS.AX	-0.432	59.984	40.63	48.53	42.53	5	2.47	44.97	0.965	39.174
PPT.AX	2.984	99.616	63.25	75.36	61.15	5	1.71	60.33	1.016	70.272
PRU.AX	-0.981	53.616	46.36	41.14	45.77	5	0.79	23.52	0.953	70.663
PSC.AX	2.793	97.404	45.38	58.36	51.44	5	3.37	49.23	0.996	32.566
PTL.AX	0.112	66.301	43.56	43.59	38.3	5	0.96	51.94	0.922	14.015
PTM.AX	1.56	83.092	72.73	72.49	67.38	5	0.26	70.68	1.049	85.344
PTR.AX	2.325	91.966	71.14	69.53	65.79	5	1.41	72.97	1.031	60.522
PTX.AX	0.15	66.734	43.96	33.05	39.4	5	1.3	59.07	0.985	43.056
PUR.AX	2.746	96.85	41.07	62.15	47.44	5	-0.04	38.4	0.981	33.824
PV1.AX	2.413	92.987	66.08	54.68	54.58	5	2.12	68.92	1.046	55.682
PVT.AX	2.54	94.469	53.64	44.5	47.7	5	1.54	63.36	0.985	37.5
PWN.AX	1.719	84.935	54.26	36.24	41.63	5	2.41	55.23	1.065	50.0
PXA.AX	3.587	99.8	68.47	88.93	77.69	5	0.6	83.43	1.089	65.197
PXX.AX	2.075	89.071	52.58	45.26	46.1	5	0.11	54.61	0.982	37.5
QAN.AX	0.636	72.377	52.24	52.32	52.51	5	1.2	59.7	1.004	47.939
QBE.AX	-0.957	53.899	52.66	56.81	57.14	5	1.21	61.56	1.007	67.052
QGL.AX	0.134	66.551	40.72	42.36	40.6	5	0.11	48.9	0.991	25.347
QML.AX	3.14	99.8	58.83	61.34	53.55	5	-0.62	71.4	1.012	34.751
QPM.AX	-1.277	50.186	31.89	48.62	33.22	5	1.86	34.33	0.938	36.91
RAC.AX	-1.266	50.315	46.68	30.83	40.12	5	2.0	61.0	1.004	43.808
RAD.AX	-0.735	56.474	42.04	37.58	36.31	5	1.18	49.5	0.993	35.795
RCE.AX	1.097	77.73	50.96	59.04	54.75	5	0.52	67.61	0.999	23.095
RCT.AX	2.027	88.519	72.55	64.0	58.1	5	0.2	72.27	1.036	62.847
REA.AX	-0.227	62.372	49.45	54.87	47.61	5	0.72	61.76	1.008	59.205
REE.AX	0.835	74.683	45.03	40.64	41.29	5	0.62	42.34	0.95	55.811
REG.AX	0.435	70.046	58.42	80.13	69.69	5	0.99	79.48	1.027	58.864
REH.AX	-0.478	59.455	35.74	32.36	37.08	5	0.79	41.31	0.996	33.083
RG8.AX	3.781	99.8	64.39	59.04	58.67	5	1.18	84.94	1.02	67.355
RGL.AX	1.006	76.668	49.42	43.44	36.95	5	1.74	44.9	1.0	37.5
RGN.AX	-0.386	60.524	52.85	56.73	58.45	5	0.3	62.91	1.005	54.834
RHC.AX	1.691	84.61	58.12	58.2	53.89	5	0.85	54.34	1.003	52.983
RHI.AX	0.61	72.079	49.78	45.95	45.82	5	1.69	63.81	0.991	31.127
RIC.AX	1.849	86.448	49.02	44.29	47.96	5	0.85	40.34	0.992	49.12
RIO.AX	0.428	69.968	52.53	66.11	54.37	5	1.2	64.6	0.988	49.785
RKN.AX	0.577	71.695	43.22	50.41	46.03	5	0.09	59.22	0.974	10.374
RLT.AX	1.742	85.209	60.98	61.01	60.94	5	-0.33	71.62	1.035	53.18
RMC.AX	0.366	69.243	47.06	47.81	46.3	5	-0.02	45.03	0.989	25.773
RMD.AX	2.218	90.724	60.26	75.04	70.15	5	0.68	76.98	1.012	52.081
RMS.AX	-0.292	61.61	46.95	63.75	53.72	5	1.16	62.91	0.978	56.456
RND.AX	-0.433	59.977	32.33	35.58	34.47	5	0.51	19.36	0.972	33.364
RNU.AX	0.563	71.531	48.04	57.68	50.74	5	0.26	59.66	0.973	26.466
ROG.AX	0.615	72.132	46.32	38.92	35.49	5	-0.75	41.06	0.96	37.5
RPL.AX	4.455	99.8	67.87	86.07	69.46	5	2.29	80.48	1.067	43.468
RPM.AX	0.715	73.297	55.08	35.33	45.49	5	0.41	46.27	0.995	61.538
RR1.AX	0.581	71.735	47.37	45.47	45.04	5	2.64	70.43	1.026	26.136
RRL.AX	-1.752	44.677	38.05	25.49	38.77	5	0.53	18.56	0.963	71.926
RSG.AX	0.196	67.275	40.0	37.57	44.26	5	1.38	28.3	0.968	46.375
RTG.AX	-1.055	52.766	32.02	37.3	32.97	5	0.34	25.92	0.972	33.333
RTR.AX	0.76	73.82	41.79	42.41	36.99	5	1.36	50.05	0.88	14.583
RWC.AX	-0.408	60.273	51.45	62.0	50.45	5	1.4	64.65	1.004	60.276
RXL.AX	0.206	67.388	40.08	54.09	47.51	5	1.14	40.21	0.939	26.054
RZI.AX	1.337	80.511	59.98	54.44	51.38	5	1.9	65.31	0.99	54.158
S2R.AX	-1.42	48.528	30.12	27.11	28.81	5	2.49	23.99	0.965	28.084
S32.AX	-0.281	61.746	49.4	46.02	41.86	5	2.0	43.83	0.979	38.876
SBM.AX	-0.167	63.062	36.74	38.26	36.51	5	1.02	36.5	0.947	27.325
SCG.AX	0.472	70.479	39.39	49.33	44.28	5	0.88	34.52	0.994	34.558
SCN.AX	0.454	70.27	40.18	49.66	42.51	5	1.2	44.03	0.956	8.553
SDF.AX	0.463	70.365	49.16	57.28	52.59	5	0.58	41.13	1.002	66.317
SDI.AX	1.073	77.444	68.16	57.19	55.61	5	0.4	74.48	1.02	58.566
SDV.AX	-0.396	60.405	37.92	37.21	33.19	5	1.78	44.45	0.963	20.701
SEC.AX	0.56	71.491	45.41	58.84	55.51	5	0.88	62.3	0.996	17.242
SEK.AX	0.486	70.642	53.97	73.16	55.48	5	1.56	42.09	0.998	60.615
SEQ.AX	-0.631	57.679	18.19	37.17	27.2	5	0.62	1.0	0.743	0.25
SFG.AX	3.848	99.8	42.26	36.94	34.72	5	-6.5	44.3	0.857	12.75
SFR.AX	-0.254	62.055	57.29	50.98	48.51	5	2.4	50.33	1.001	66.674
SFX.AX	0.467	70.414	40.21	36.48	32.27	5	1.62	23.75	0.923	15.357
SGM.AX	2.078	89.102	53.84	58.47	59.62	5	1.64	39.14	0.995	52.161
SGP.AX	0.908	75.533	44.99	51.54	44.98	5	0.67	36.77	0.998	48.964
SGQ.AX	2.425	93.132	59.72	72.51	62.48	5	0.85	73.01	1.034	35.257
SHA.AX	2.59	95.043	32.68	30.52	39.49	5	0.98	8.59	0.963	23.027
SHJ.AX	-0.071	64.18	41.08	30.9	39.56	5	0.18	44.73	1.017	39.453
SHL.AX	2.26	91.212	63.49	66.88	63.42	5	0.85	73.53	1.005	53.148
SHM.AX	-0.281	61.737	48.27	30.68	38.3	5	0.97	44.82	1.009	68.154
SHN.AX	4.02	99.8	48.76	56.84	50.42	5	0.94	65.58	1.029	23.077
SHO.AX	0.469	70.446	47.3	41.09	43.5	5	0.06	43.58	0.971	47.115
SHV.AX	-4.152	30.2	27.1	13.26	21.6	5	0.62	23.7	0.972	36.855
SIG.AX	-1.261	50.376	49.49	39.87	43.68	5	0.68	51.62	1.011	55.692
SIQ.AX	0.279	68.237	50.77	56.33	53.51	5	0.88	53.38	1.004	61.821
SKC.AX	1.163	78.488	54.74	67.86	56.54	5	0.62	66.26	1.007	48.871
SKT.AX	1.715	84.89	59.99	59.67	61.28	5	0.46	66.21	1.002	64.502
SKY.AX	2.288	91.537	40.9	46.79	42.89	5	2.76	53.78	0.896	5.607
SLC.AX	3.131	99.8	60.21	59.73	64.43	5	0.95	79.52	1.023	71.183
SLH.AX	2.493	93.916	55.04	56.83	49.69	5	0.59	54.6	0.998	36.028
SLX.AX	2.002	88.226	51.88	58.81	60.94	5	2.65	64.89	0.998	23.533
SMI.AX	1.362	80.794	60.41	64.44	58.69	5	2.68	61.69	1.003	57.316
SMN.AX	2.852	98.081	60.38	71.11	66.89	5	2.19	67.82	1.025	32.18
SMP.AX	1.176	78.647	46.07	65.52	52.26	5	0.48	37.53	0.998	63.714
SMR.AX	2.152	89.962	54.71	68.8	53.89	5	2.28	57.49	0.948	43.664
SNC.AX	1.556	83.048	65.93	68.21	62.19	5	0.39	75.48	1.016	66.146
SND.AX	0.982	76.389	56.84	63.37	54.89	5	0.81	67.9	1.008	37.5
SNL.AX	-1.386	48.923	35.57	50.85	38.89	5	0.72	34.99	0.963	35.568
SOL.AX	1.484	82.218	45.09	41.46	47.27	5	0.63	32.72	0.998	58.052
SOM.AX	1.823	86.147	60.48	46.78	49.21	5	1.84	63.46	0.993	65.428
SOR.AX	-0.463	59.63	33.3	29.79	28.25	5	-0.83	26.47	0.938	13.542
SPA.AX	-0.652	57.435	28.62	18.04	19.75	5	2.74	24.93	0.972	16.379
SPD.AX	2.712	96.462	61.83	59.15	58.2	5	2.23	75.56	1.029	70.773
SPK.AX	3.106	99.8	41.47	68.64	56.64	5	0.51	31.15	0.992	40.013
SPN.AX	-0.424	60.087	32.92	34.59	30.25	5	-1.33	16.81	0.956	24.856
SPQ.AX	2.181	90.302	40.8	42.19	34.03	5	3.53	44.63	0.885	0.25
SPX.AX	0.452	70.244	64.07	51.64	47.62	5	-0.25	62.32	1.024	66.964
SPZ.AX	-1.034	53.01	38.94	38.95	36.77	5	1.38	27.5	0.987	42.975
SRG.AX	2.433	93.22	47.58	43.57	48.58	5	0.94	23.54	0.992	67.681
SRL.AX	3.28	99.8	35.15	50.45	46.22	5	0.67	30.65	0.813	0.25
SRN.AX	0.938	75.881	44.96	25.82	28.77	5	-0.57	52.85	1.0	37.5
SRV.AX	1.524	82.675	59.12	36.17	44.84	5	0.55	58.1	1.007	37.177
SRZ.AX	1.737	85.153	63.81	45.66	50.06	5	2.33	57.89	1.024	80.159
SSG.AX	0.799	74.271	65.48	58.84	59.61	5	0.26	81.57	1.016	72.289
SSM.AX	0.702	73.139	44.52	51.38	46.29	5	0.76	45.68	0.997	55.495
STG.AX	-0.437	59.926	34.81	33.01	31.71	5	4.11	32.79	0.98	28.836
STK.AX	2.484	93.811	50.45	84.1	67.65	5	0.43	65.49	0.99	46.212
STM.AX	0.654	72.59	58.97	68.27	60.13	5	-1.33	71.64	1.03	66.176
STN.AX	2.578	94.908	40.2	56.15	50.58	5	1.22	40.83	0.953	26.246
STO.AX	6.6	99.8	62.22	64.92	61.8	5	2.07	86.44	1.014	69.47
STP.AX	-0.305	61.462	40.62	64.95	55.68	5	0.73	35.53	0.995	42.988
STX.AX	-1.047	52.859	37.3	38.42	32.55	5	2.42	26.27	0.975	53.935
SUL.AX	1.989	88.07	52.82	62.75	53.08	5	0.95	54.41	1.004	41.986
SVL.AX	2.647	95.708	50.12	56.39	52.89	5	1.94	57.75	0.961	39.224
SVM.AX	1.171	78.579	48.79	58.06	46.85	5	2.05	53.25	0.985	31.507
SVR.AX	-0.578	58.294	52.44	48.99	48.38	5	0.36	43.84	1.015	68.823
SVY.AX	2.132	89.728	50.88	41.94	40.81	5	1.13	56.03	0.971	37.5
SWM.AX	-1.523	47.335	40.02	28.05	30.75	5	0.5	33.34	0.978	31.25
SWP.AX	0.948	76.002	65.01	58.68	54.08	5	0.09	59.75	1.056	72.5
SXE.AX	-0.257	62.013	45.38	46.64	46.49	5	1.07	45.78	0.977	50.497
SXL.AX	-1.234	50.687	41.89	45.37	39.8	5	0.89	58.55	0.989	22.063
SYA.AX	6.478	99.8	54.51	71.66	55.36	5	1.07	62.75	0.964	44.565
SYR.AX	1.176	78.641	56.94	58.0	54.21	5	1.27	62.93	0.964	59.912
TAM.AX	0.905	75.495	53.3	54.72	55.46	5	0.2	44.55	1.009	68.929
TAR.AX	4.319	99.8	68.21	65.04	53.93	5	1.32	89.47	1.102	89.757
TBN.AX	-0.037	64.566	51.56	42.09	39.09	5	2.02	57.94	1.022	74.866
TBR.AX	-0.912	54.426	30.05	44.63	33.99	5	0.36	19.87	0.971	33.958
TCG.AX	0.073	65.844	47.76	66.04	57.64	5	1.28	40.15	1.002	71.288
TCL.AX	-0.59	58.158	48.8	37.3	51.18	5	0.2	59.72	1.004	39.227
TEG.AX	1.406	81.313	52.96	29.8	35.12	5	-0.18	55.64	1.0	37.5
TEK.AX	-0.235	62.274	45.92	44.18	41.05	5	1.64	64.62	0.979	21.649
TER.AX	2.14	89.821	47.55	56.49	47.37	5	-0.51	49.68	0.959	16.105
TGF.AX	0.503	70.839	43.28	59.92	49.12	5	1.66	44.09	0.97	31.989
TGM.AX	2.258	91.195	42.05	42.66	39.72	5	-0.75	50.98	0.959	16.844
TGN.AX	-0.242	62.195	48.08	44.52	37.29	5	0.41	48.38	0.974	64.312
TGP.AX	0.132	66.531	41.66	27.92	32.13	5	0.49	55.31	0.997	37.5
TKM.AX	2.036	88.612	36.5	34.38	42.43	5	1.3	28.1	0.903	20.807
TLG.AX	0.904	75.483	48.03	44.82	37.19	5	1.89	53.1	0.938	20.393
TLM.AX	0.567	71.582	62.63	43.51	51.15	5	1.38	52.22	0.994	87.324
TLS.AX	1.958	87.711	58.14	62.65	59.39	5	0.19	66.59	1.005	63.763
TLX.AX	-1.157	51.584	28.54	43.04	33.9	5	1.88	20.89	0.946	29.441
TMK.AX	0.113	66.308	33.71	36.52	30.31	5	1.29	37.56	0.828	25.25
TMS.AX	0.829	74.612	35.43	35.26	29.6	5	3.11	34.88	0.947	12.75
TNE.AX	0.446	70.176	51.06	45.39	51.55	5	1.88	48.94	1.01	66.325
TOE.AX	0.551	71.392	40.32	45.77	37.99	5	1.8	43.26	0.975	18.895
TOP.AX	0.383	69.441	53.8	36.53	37.15	5	0.32	59.9	1.0	36.058
TOR.AX	3.96	99.8	63.42	72.39	62.43	5	0.78	66.57	0.996	54.877
TOT.AX	1.907	87.119	65.36	47.21	49.88	5	0.21	70.43	1.006	63.244
TPG.AX	1.859	86.568	61.14	78.15	76.31	5	0.42	72.45	1.014	51.903
TPW.AX	1.947	87.588	66.74	74.49	74.28	5	1.52	79.23	1.032	68.14
TSO.AX	1.034	76.992	39.34	45.24	42.52	5	0.65	35.75	0.939	11.905
TTM.AX	-2.063	41.067	29.48	28.15	27.94	5	1.38	19.26	0.942	34.46
TUA.AX	-1.305	49.868	27.68	38.37	42.61	5	1.31	32.99	0.985	25.294
TVN.AX	-0.372	60.688	46.53	47.46	41.55	5	1.21	68.02	0.995	25.0
TWD.AX	-0.292	61.614	34.44	44.21	36.59	5	0.41	40.37	0.994	33.962
TWE.AX	-1.125	51.947	30.52	34.79	33.44	5	0.91	1.82	0.964	28.399
TWR.AX	2.325	91.969	54.25	49.0	48.13	5	0.37	70.46	1.008	30.723
TYR.AX	0.854	74.905	64.15	56.71	63.42	5	1.88	65.14	1.007	68.066
TYX.AX	0.51	70.916	34.42	27.49	24.99	5	-0.82	39.64	1.0	37.5
UNT.AX	-0.988	53.535	50.61	37.15	38.64	5	1.7	39.9	1.059	72.917
URW.AX	1.264	79.657	52.42	65.25	60.54	5	0.78	71.7	1.003	50.848
USL.AX	7.654	99.8	58.55	59.34	58.87	5	1.68	60.82	0.98	43.608
VEA.AX	0.883	75.242	39.17	39.44	43.1	5	1.63	1.0	0.924	42.075
VEE.AX	0.139	66.616	40.85	45.45	40.68	5	1.52	42.83	0.95	22.852
VEN.AX	0.923	75.702	37.09	48.82	38.09	5	-1.28	55.12	0.909	0.25
VG1.AX	2.369	92.482	66.38	61.12	60.18	5	1.28	58.69	1.011	68.893
VGL.AX	0.442	70.126	43.09	57.18	49.36	5	0.77	49.26	1.005	59.561
VLS.AX	1.894	86.968	41.46	41.03	41.26	5	0.63	46.88	0.999	37.5
VMC.AX	0.365	69.234	39.65	37.2	42.04	5	2.76	45.81	1.008	37.5
VMT.AX	-0.124	63.566	35.5	41.75	39.13	5	0.56	31.31	0.983	31.25
VR1.AX	6.062	99.8	48.88	79.91	60.31	5	2.82	65.77	1.012	17.708
VRC.AX	1.418	81.451	47.35	55.83	40.74	5	1.36	42.3	0.828	25.0
VRX.AX	2.808	97.579	63.88	56.64	58.5	5	0.73	73.09	1.023	72.285
VTM.AX	0.754	73.743	41.79	60.23	53.7	5	0.91	59.5	0.953	14.076
VUL.AX	0.029	65.338	51.91	57.1	54.6	5	2.6	55.88	0.956	62.426
VVA.AX	-0.593	58.125	30.74	24.77	25.55	5	0.78	34.24	0.996	29.812
VYS.AX	3.002	99.8	41.37	53.34	45.15	5	1.47	31.97	0.95	33.121
WAA.AX	0.98	76.369	65.04	54.43	55.77	5	0.28	61.99	1.002	68.748
WAF.AX	-0.976	53.679	44.14	44.53	43.5	5	1.36	45.13	0.973	43.038
WAK.AX	-0.532	58.835	36.47	29.31	27.08	5	0.2	33.67	0.984	37.5
WAM.AX	3.458	99.8	60.34	63.07	54.4	5	0.59	62.59	1.001	45.646
WAR.AX	0.605	72.02	54.93	72.7	58.67	5	0.84	64.56	1.006	55.023
WAX.AX	1.222	79.18	53.66	40.47	44.05	5	0.34	58.63	1.001	49.475
WBC.AX	0.811	74.407	50.17	47.39	53.92	5	1.11	38.31	1.003	65.813
WBT.AX	1.332	80.447	70.2	59.85	61.45	5	2.6	64.23	1.007	74.229
WC8.AX	1.042	77.082	35.36	64.91	47.1	5	1.61	33.99	0.876	9.167
WCN.AX	-0.413	60.211	36.69	51.51	39.55	5	0.53	46.33	0.932	13.61
WDS.AX	2.269	91.322	70.25	76.23	71.09	5	1.69	84.38	1.034	63.648
WEB.AX	-0.149	63.267	37.12	47.91	39.14	5	1.87	42.3	0.971	38.893
WES.AX	0.075	65.87	50.06	51.75	53.15	5	0.82	47.88	1.004	62.073
WGB.AX	2.831	97.838	60.57	78.47	62.66	5	1.0	72.95	1.006	45.588
WGX.AX	-0.737	56.45	31.54	35.74	41.58	5	0.67	20.71	0.96	48.699
WHC.AX	2.625	95.448	58.06	70.62	56.05	5	1.64	60.43	0.962	56.484
WIN.AX	0.547	71.346	45.66	52.55	47.86	5	1.97	65.33	1.016	20.184
WLD.AX	1.628	83.88	56.12	42.63	49.89	5	-0.34	61.44	1.015	73.424
WLE.AX	1.615	83.73	65.99	58.57	58.51	5	0.34	78.41	1.018	67.36
WMA.AX	1.0	76.601	63.46	69.7	59.2	5	0.58	76.35	1.011	65.477
WMG.AX	1.79	85.764	63.55	45.58	51.8	5	1.52	49.82	0.946	77.917
WMI.AX	1.713	84.866	66.09	63.14	62.14	5	0.4	77.44	1.014	66.992
WOA.AX	-1.637	46.007	26.12	24.53	30.71	5	3.87	14.78	0.865	5.397
WOR.AX	1.257	79.585	63.65	86.42	69.52	5	1.44	89.18	1.035	71.444
WOW.AX	-0.998	53.421	40.84	46.81	46.11	5	0.04	38.43	1.0	62.053
WQG.AX	2.253	91.133	66.46	88.78	77.27	5	1.32	83.19	1.024	66.308
WR1.AX	0.807	74.36	33.33	37.9	32.32	5	3.09	36.09	0.857	2.036
WTC.AX	2.287	91.524	62.11	74.2	68.36	5	1.31	70.67	1.002	59.812
WWI.AX	-0.834	55.321	43.84	58.93	49.45	5	0.26	62.79	0.993	30.484
WZR.AX	0.761	73.832	47.36	49.01	49.9	5	0.73	80.3	1.042	22.649
XAM.AX	-0.05	64.418	35.32	50.51	39.32	5	-0.83	23.16	0.993	36.321
XF1.AX	1.349	80.645	58.38	60.69	56.06	5	1.2	60.06	1.024	73.115
XRF.AX	2.705	96.375	44.1	56.48	48.24	5	1.64	46.2	0.96	27.233
XRO.AX	-0.257	62.015	53.47	44.38	50.68	5	1.13	62.1	1.002	59.014
YAL.AX	2.201	90.53	56.29	55.82	51.66	5	0.94	56.14	0.978	60.97
YOJ.AX	2.289	91.552	41.48	51.02	48.73	5	2.82	25.21	0.891	34.048
ZEO.AX	-0.978	53.654	30.6	33.41	35.38	5	-0.44	28.72	0.939	14.284
ZNC.AX	-0.253	62.067	56.24	25.05	36.33	5	1.58	59.69	1.066	72.917
