"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","30D Max Move %","2x Offset Weighted Score","DeltaWeightedScore %","Price last week","Price this week","Price move %"
"DORM","Dorman Products Inc","3137411","100","53.298","60.8438","45.561","53.48904","26.989055","0","44.43183","53.298","5.83","53.331","-0.06","84.41","84.87","0.54",""
"DUKB","Duke Energy Corp","454282919","50","53.292","62.5164","51.743","45.61616","50","93.99021","50.94714","53.292","1.84","52.543","1.43","24.96","25.42","1.84",""
"FN","Fabrinet","10508515","62.9","53.279","63.4608","48.041","48.33506","0","0","35.36196","53.279","27.09","60.725","-12.26","104.96","114.9","9.47",""
"EMXC","iShares MSCI Emerging Markets ex China","150864955","50","53.27","56.9461","54.884","47.98128","41.35801","23.87043","50.29273","53.27","4.36","52.299","1.86","50.8","51.63","1.63",""
"SXT","Sensient Technologies Corp","2170256","37.9","53.258","60.5557","52.92","46.2981","29.19395","25.72683","42.20233","53.258","2.75","51.937","2.54","71.98","77.1","7.11",""
"FSK","FS KKR Capital Corp","4952331","50","53.251","60.6104","44.939","54.2035","26.29032","3.76765","50.96751","53.251","6.25","54.435","-2.18","19.09","19.64","2.88",""
"LTRX","Lantronix Inc","174228841","50","53.247","58.2","58.155","43.38704","28.86903","5.7227","60.79779","53.247","33","57.419","-7.27","4.46","4.23","-5.16",""
"TU","Telus Corp","967510","50","53.241","60.7506","49.575","49.39739","46.05889","37.88761","49.18156","53.241","1.09","50.137","6.19","19.33","19.18","-0.78",""
"BCTX","Briacell Therapeutics Corp","426193","-14.4","53.236","73.2802","35.878","50.54841","50","90.02438","61.33847","53.236","5.28","53.419","-0.34","6.05","6.17","1.98",""
"ZUO","Zuora Inc","1894635","50","53.235","60.6838","52.301","46.71988","50","97.27303","50.36321","53.235","33.6","54.791","-2.84","10.28","11.42","11.09",""
"JBI","Janus International Group Inc","23720047","50","53.234","61.5027","49.351","48.84947","21.96118","4.65251","48.4892","53.234","6.64","56.511","-5.8","9.04","9.07","0.33",""
"DNLI","Denali Therapeutics Inc","15570504","50","53.223","59.4504","54.782","45.43681","0","0","48.58586","53.223","31.62","53.714","-0.91","29.86","31.52","5.56",""
"MRVL","Marvell Technology Group Ltd","20947728","50","53.198","58.4111","52.932","48.25031","38.425575","8.32867","47.34384","53.198","73.44","54.688","-2.72","58.67","60.18","2.57",""
"SLM","SLM Corporation","20038857","100","53.195","62.5074","45.954","51.12294","2.78863","3.121","42.8521","53.195","12.27","52.655","1.03","15.56","16.25","4.43",""
"GNTX","Gentex Corp","3064765","68.6","53.166","59.3946","50.769","49.33333","8.774895","0","52.36182","53.166","7.51","54.455","-2.37","26.69","27.28","2.21",""
"CME","CME Group Inc","217232826","13.9","53.158","61.7381","49.139","48.59719","56.553505","98.22616","56.75671","53.158","0.66","51.013","4.2","176.7","185.3","4.87",""
"WFC","Wells Fargo & Company","227687776","84.65","53.154","62.2337","47.982","49.2476","7.64505","0","50.61405","53.154","2.21","54.654","-2.74","40.9","41.24","0.83",""
"PAX","Patria Investments Ltd","16875081","50","53.15","66.9752","43.975","48.49864","45.75595","6.44565","47.42272","53.15","6.24","53.933","-1.45","15.48","15.27","-1.36",""
"TBC","AT&T Inc ELKS","24048710","50","53.147","63.8661","48.51","47.06381","42.793415","68.30581","50.86387","53.147","1","50.65","4.93","25","25.21","0.84",""
"EGLE","Eagle Bulk Shipping Inc","2220317","50","53.07","67.1545","41.373","50.68243","7.794995","0.11055","45.79079","53.07","2.78","55.874","-5.02","41.25","42.24","2.4",""
"WMS","Advanced Drainage Systems Inc","38953993","50","53.055","61.6964","45.864","51.60384","1.173025","1.81741","47.44342","53.055","23.81","54.983","-3.51","97.12","104.38","7.48",""
"PLXS","Plexus Corp","93345538","62.55","53.053","68.1565","41.141","49.86253","39.012855","0","47.35071","53.053","2.33","54.348","-2.38","89.97","93.84","4.3",""
"DIN","Dine Brands Global Inc","7897267","50","53.045","62.98","47.321","48.8337","18.49878","0","45.44835","53.045","5.89","55.411","-4.27","63.09","63.49","0.63",""
"NWSA","News Corp A","6612059","71.45","53.043","60.7985","50.309","48.02069","17.449615","0","47.64843","53.043","9.53","51.602","2.79","18.32","18.8","2.62",""
"PAYX","Paychex Inc","99391041","70.4","53.037","60.4581","49.392","49.26139","14.096965","2.38569","47.58951","53.037","1.39","53.983","-1.75","108.19","110.25","1.9",""
"PKE","Park Electrochemical Corporation","226508624","53.1","53.022","67.5613","38.56","52.94407","34.513935","0","37.55738","53.022","7.64","56.99","-6.96","13.05","14.06","7.74",""
"RMTI","Rockwell Medical Inc","5116230","50","53.02","69.4943","48.262","41.30377","50","38.14629","76.20032","53.02","118.75","49.089","8.01","2.36","4.22","78.81",""
"WRLD","World Acceptance Corporation","56423539","50","53.008","58.4854","52.19","48.34787","49.78697","5.38785","48.50993","53.008","35.9","53.872","-1.6","112.7","117.23","4.02",""
"STE","STERIS ORD","74153199","40.85","53.003","61.3976","46.498","51.11308","39.42538","2.01288","52.28311","53.003","13.89","52.287","1.37","201.24","205.47","2.1",""
"SYY","Sysco Corporation","10239502","45.5","52.961","62.0819","47.152","49.6477","16.442335","12.85767","42.88242","52.961","4.27","53.455","-0.92","70.51","72.64","3.02",""
"BWMX","Betterware De Mexico SA de CV","9439583","50","52.958","62.8873","47.075","48.91155","50","100","64.40964","52.958","14.43","51.807","2.22","12.33","12.13","-1.62",""
"ATRC","AtriCure Inc","1370493","50","52.954","58.1836","51.753","48.92437","23.409625","15.83336","43.95811","52.954","20.5","50.182","5.52","47.01","46.93","-0.17",""
"CIEN","Ciena Corp","245677557","79.5","52.952","61.5587","50.173","47.12294","73.2849","67.20645","54.27502","52.952","6.31","54.375","-2.62","45.42","48.13","5.97",""
"DTE","DTE Energy Company","6520156","13.9","52.927","62.4661","45.148","51.1663","36.587185","16.18815","49.79321","52.927","1.5","50.935","3.91","106.8","108.88","1.95",""
"QD","Qudian Inc","249914686","50","52.926","79.436","33.31","46.03203","50","64.73579","58.41383","52.926","12.98","51.556","2.66","1.34","1.46","8.96",""
"CGNX","Cognex Corp","161344377","-7.35","52.907","59.1919","53.641","45.88716","41.234425","0","53.7073","52.907","17.97","52.998","-0.17","53.96","56.87","5.39",""
"MESO","Mesoblast Ltd","20713826","50","52.906","65.2522","49.334","44.13178","48.493395","35.32997","46.05255","52.906","15.48","54.704","-3.29","3.73","3.63","-2.68",""
"GENI","Genius Sports Ltd","15464470","50","52.904","63.5216","49.917","45.27322","43.8044","16.30943","51.58439","52.904","35.83","53.236","-0.62","5.52","5.72","3.62",""
"TTI","Tetra Technologies Inc","983121","50","52.892","65.9289","46.738","46.00936","0.632635","0","39.08091","52.892","1.66","55.533","-4.76","2.77","2.84","2.53",""
"CLOU","Global X Cloud Computing","418165","50","52.876","57.7615","53.107","47.76053","49.488985","32.7076","54.49852","52.876","10.36","52.53","0.66","17.69","18.97","7.24",""
"BCX","BlackRock Resources & Commodities Strategy Trust","107260761","50","52.875","67.8382","42.656","48.13205","7.90476","0","52.90892","52.875","0","53.469","-1.11","8.92","9.08","1.79",""
"ALC","Alcon AG","6379908","78.05","52.856","65.9265","42.09","50.55038","30.937555","3.25209","53.81856","52.856","12.98","51.87","1.9","78.56","79.46","1.15",""
"NXP","Nuveen Select Tax-Free Income Portfolio","134172852","50","52.848","62.962","49.835","45.74624","42.11001","24.03514","48.77786","52.848","1.17","50.303","5.06","14.33","14.45","0.84",""
"NATR","Natures Sunshine Products Inc","7319416","50","52.84","61.5869","48.457","48.47598","50.674965","86.91276","66.41641","52.84","12.68","48.181","9.67","10.88","11.99","10.2",""
"PSTG","Pure Storage Inc","7791607","50","52.83","62.8564","47.123","48.51146","5.95307","0","51.57864","52.83","49.96","53.907","-2","25.89","34.25","32.29",""
"CSX","CSX Corporation","12521648","44.65","52.826","63.6855","47.135","47.65804","9.066405","2.32589","50.41794","52.826","3.67","52.2","1.2","30.92","31.92","3.23",""
"FTCI","FTC Solar Inc","957640","50","52.826","62.1984","52.586","43.69254","8.166755","8.47409","56.18861","52.826","37.79","53.705","-1.64","2.89","2.82","-2.42",""
"ALK","ALASKA AIR GROUP ORD","329066771","81.7","52.815","61.5243","46.406","50.51589","8.79231","0.90933","53.45761","52.815","5.44","55.795","-5.34","45.3","46.1","1.77",""
"IRWD","Ironwood Pharmaceuticals Inc","162483105","50","52.815","62.0296","47.269","49.1461","17.378245","1.41215","40.57898","52.815","5.88","52.61","0.39","10.71","11.03","2.99",""
"ADBE","Adobe Systems Incorporated","582773265","88.75","52.788","61.9433","47.139","49.2811","52.964575","83.21462","55.84418","52.788","15.41","50.573","4.38","396.72","436.37","9.99",""
"ACEL","Accel Entertainment Inc","3041964","50","52.781","60.0245","50.765","47.5526","50","48.98843","53.58739","52.781","6.83","52.896","-0.22","9.27","9.66","4.21",""
"SM","SM Energy Co","48152893","50","52.771","64.6257","47.669","46.01725","16.872375","2.11681","47.79573","52.771","5.22","54.058","-2.38","27.53","28.21","2.47",""
"EWTX","Edgewise Therapeutics Inc","219363","50","52.766","59.4261","50.173","48.69869","0","0","44.05202","52.766","53.11","53.765","-1.86","9.7","9.7","0",""
"MO","Altria Group Inc","29451411","31.3","52.76","64.8812","39.446","53.9522","16.48137","13.41121","45.36539","52.76","4.05","53.329","-1.07","44.76","45.33","1.27",""
"DMRC","Digimarc Corporation","96015019","27.8","52.754","60.8935","49.86","47.50924","11.02381","3.5259","39.19443","52.754","90.91","56.173","-6.09","30.32","30.44","0.4",""
"MNTV","Momentive Global Inc","1488630","50","52.741","61.0417","52.317","44.86425","100","98.94067","73.17335","52.741","1.18","47.275","11.56","9.44","9.45","0.11",""
"ESEA","Euroseas Ltd","306134","50","52.739","63.0892","43.155","51.97142","14.130395","23.53632","51.7946","52.739","7.97","52.765","-0.05","20.12","21.47","6.71",""
"BEPC","Brookfield Renewable Corp","2668513","50","52.738","62.6953","47.849","47.67085","95.37665","98.0505","51.75216","52.738","8.26","49.091","7.43","33.01","35.06","6.21",""
"GLDI","Credit Suisse X-Links Gold Shares Covered Call ETN","1353123","50","52.712","54.0726","51.949","52.11431","69.3215","66.75096","58.82553","52.712","2.56","48.354","9.01","142.16","143.29","0.79",""
"KDP","Keurig Dr Pepper Inc","837322","-5.6","52.707","64.2462","42.174","51.7014","40.423285","30.9548","52.3952","52.707","0.87","52.024","1.31","31.43","31.45","0.06",""
"JNJ","Johnson & Johnson","6094033","13.15","52.695","62.6745","47.563","47.84824","50","20.90875","41.39427","52.695","1.06","49.572","6.3","154.69","156.97","1.47",""
"J","Jacobs Engineering Group Inc","4225405","54.75","52.688","59.5986","46.551","51.91426","0","0","49.15993","52.688","6.6","53.635","-1.77","112.99","114.99","1.77",""
"GRMN","Garmin Ltd","3339928","44.8","52.679","57.1285","53.145","47.76447","41.095345","65.91737","50.7934","52.679","8.82","52.32","0.69","103.93","106.47","2.44",""
"MAT","Mattel Inc","103018","50","52.679","57.8573","53.774","46.40453","33.16002","0","46.34271","52.679","11.96","53.248","-1.07","17.83","18.08","1.4",""
"RGR","Sturm Ruger & Co Inc","165548555","70","52.677","61.0011","45.157","51.87189","50","87.50268","44.10692","52.677","1.86","51.995","1.31","52.58","52.85","0.51",""
"DVA","DaVita Inc","38465742","43.15","52.676","62.6284","41.898","53.50185","25.74654","41.7271","50.7453","52.676","22.77","51.593","2.1","94.96","98.74","3.98",""
"BW","Babcock & Wilcox Enterprises Inc","201013833","50","52.674","67.826","40.328","49.86844","26.41029","2.20439","60.73711","52.674","3.92","51.448","2.38","5.21","5.57","6.91",""
"YELP","Yelp Inc","36227512","50","52.666","61.9935","48.975","47.02932","50","46.21351","47.98759","52.666","25.92","53.07","-0.76","33.47","34.14","2",""
"MYMD","MyMD Pharmaceuticals Inc","73387378","50","52.652","62.6604","52.839","42.45676","47.9449","21.9363","56.5529","52.652","56.67","56.949","-7.55","2.12","1.81","-14.62",""
"MOH","Molina Healthcare, Inc","78457871","71.75","52.633","61.3477","46.064","50.48633","29.279715","10.35278","40.66993","52.633","9.59","52.007","1.2","272.6","287.17","5.34",""
"RUTH","Ruth's Hospitality Group Inc","237787937","1.65","52.624","61.7539","46.361","49.7561","20.17235","5.74368","44.49551","52.624","31.42","54.418","-3.3","21.43","21.46","0.14",""
"LAB","Standard Biotools Inc","200387998","50","52.569","64.2214","49.515","43.96945","50","55.46981","51.1538","52.569","49.72","54.873","-4.2","2.53","2.37","-6.32",""
"WH","Wyndham Hotels & Resorts Inc","528986","50","52.558","62.1072","45.76","49.80636","7.18669","0.80083","52.94222","52.558","7.58","55.177","-4.75","70.73","71.95","1.72",""
"SRCE","1st Source Corporation","156609880","50","52.554","60.747","46.973","49.94334","3.45746","0","41.12995","52.554","3.62","56.344","-6.73","42.36","44.4","4.82",""
"VRTS","Virtus Investment Partners Inc","372078","50","52.539","60.3891","47.706","49.52057","5.46204","0","48.78467","52.539","8.35","53.727","-2.21","188.72","201.89","6.98",""
"NTCT","NetScout Systems Inc","55018547","50","52.538","61.9889","49.317","46.30796","26.837575","0","39.92115","52.538","11.17","51.691","1.64","31.16","31.31","0.48",""
"FRG","Franchise Group Inc","25080652","50","52.516","62.0419","43.185","52.32028","35.046435","0.73153","51.21179","52.516","6.87","53.358","-1.58","29.22","29.34","0.41",""
"ARWR","Arrowhead Pharmaceuticals Inc","14875462","50","52.512","59.375","50.781","47.37916","1.11648","2.06038","46.09816","52.512","40.8","52.368","0.27","33.56","36.05","7.42",""
"BFAM","Bright Horizons Family Solutions Inc","69814837","50","52.508","55.9797","51.52","50.02513","50","79.45265","55.29299","52.508","24.76","54.019","-2.8","82.51","87.73","6.33",""
"OZK","Bank OZK","9743462","100","52.503","61.6056","49.396","46.50702","0","0","48.08151","52.503","1.74","53.68","-2.19","35.47","38.45","8.4",""
"PPC","Pilgrims Pride Corp","87134552","96.7","52.492","58.3772","50.605","48.49372","3.963665","0","43.90775","52.492","5.1","54.599","-3.86","23.16","22.72","-1.9",""
"NX","Quanex Building Products","57115073","50","52.48","64.9504","41.759","50.72974","0","0.081","55.12507","52.48","24.28","57.238","-8.31","20.73","26.02","25.52",""
"BCYC","Bicycle Therapeutics Ltd","1919816","50","52.476","57.4862","54.274","45.66741","13.7544","0","41.14152","52.476","27.95","53.075","-1.13","23.96","25.26","5.43",""
"ASTS","Ast Spacemobile Inc","15325423","50","52.468","60.7435","51.568","45.09189","50","35.09215","45.07816","52.468","36.49","56.535","-7.19","5.13","5.62","9.55",""
"WFG","West Fraser Timber Co. Ltd","2046502","62.75","52.467","64.9347","43.681","48.78542","28.06205","0.68102","54.4948","52.467","2.22","52.253","0.41","71.7","70.88","-1.14",""
"WF","Woori Financial Group Inc","6800195","58.1","52.435","60.136","46.747","50.42129","4.687145","0","45.29675","52.435","4.32","52.841","-0.77","27.13","27.76","2.32",""
"AHH","Armada Hflr Pr","1354871","50","52.431","60.7005","47.081","49.51072","22.610305","2.85657","49.73291","52.431","5.05","54.058","-3.01","11.02","11.45","3.9",""
"AMH","American Homes 4 Rent","13910641","50","52.422","60.3421","49.571","47.35156","34.46708","15.53001","51.22636","52.422","7.5","49.357","6.21","33.2","34.89","5.09",""
"ENB","Enbridge Inc","371560248","54.75","52.422","63.7451","45.152","48.36758","33.76733","15.36004","44.15745","52.422","2.23","51.232","2.32","36.07","37.43","3.77",""
"HMPT","Home Point Capital Inc","8175094","50","52.383","63.6747","49.154","44.32126","52.07431","94.63843","50.47706","52.383","24.06","47.193","11","2.3","2.31","0.43",""
"CSCO","Cisco","1365618","48.35","52.363","61.2104","47.999","47.87977","100","91.94374","48.64128","52.363","8.42","53.864","-2.79","49.11","50.02","1.85",""
"PWFL","PowerFleet Inc","48418258","50","52.325","61.8499","50.249","44.87509","79.707265","94.44775","51.86185","52.325","19.85","52.419","-0.18","3.01","3.13","3.99",""
"GAIN","Gladstone Investment Corporation","10256617","50","52.314","61.3805","45.355","50.20744","12.60756","8.20484","47.73793","52.314","5.46","53.744","-2.66","12.88","12.85","-0.23",""
"SEEL","Seelos Therapeutics Inc","37791511","50","52.306","64.2743","50.798","41.84577","46.501565","20.83216","44.24189","52.306","50.68","49.677","5.29","0.9","0.94","4.44",""
"CGBD","Carlyle Secured Lending Inc","46890932","36.6","52.29","66.1121","40.308","50.45085","0.2443","0.70796","50.61982","52.29","3.78","55.543","-5.86","13.6","14.23","4.63",""
"BMEZ","BlackRock Health Sciences Trust II","33385277","50","52.279","52.1458","54.863","49.82804","50","43.63399","54.11254","52.279","0.79","49.567","5.47","15.8","16.21","2.59",""
"ALKT","Alkami Technology Inc","642473667","50","52.264","58.345","49.231","49.21606","0","0.20293","52.10435","52.264","29.17","55.902","-6.51","14.17","14.83","4.66",""
"OLMA","Olema Pharmaceuticals Inc","8352809","100","52.264","65.7332","45.736","45.32151","47.19711","3.09014","56.45159","52.264","82.15","50.272","3.96","5.31","5.67","6.78",""
"SCSC","ScanSource Inc","755614121","50","52.264","61.7236","44.879","50.1897","16.936865","0","51.87395","52.264","7.09","54","-3.21","28.8","29.74","3.26",""
"SEAT","Vivid Seats Inc","5672673","12.25","52.255","60.6372","50.189","45.93939","36.622885","8.56635","39.21464","52.255","36.98","52.738","-0.92","7.5","7.41","-1.2",""
"KALV","Kalvista Pharmaceuticals Inc","31549552","-58.85","52.25","65.7385","39.536","51.47573","47.93159","60.82219","47.97422","52.25","34.52","50.95","2.55","9.76","10","2.46",""
"ALB","Albemarle Corp","24218967","74.15","52.246","61.9741","44.094","50.67061","0","0.2235","41.81359","52.246","16.76","57.362","-8.92","208.3","208.36","0.03",""
"NGMS","Neogames SA","9195579","50","52.241","59.4502","50.193","47.08056","50","91.89155","54.93623","52.241","105.55","53.944","-3.16","27.25","27.15","-0.37",""
"amzn","Amazon.com Inc","1185191","60.05","52.229","58.3503","50.204","48.13304","50","93.85656","51.39169","52.229","19.12","49.85","4.77","116.04","124.25","7.08",""
"APLT","Applied Therapeutics Inc","87548639","50","52.206","54.861","57.269","44.4878","32.52048","0.85608","60.70868","52.206","131.91","51.562","1.25","1.32","1.35","2.27",""
"WPC","W P Carey Inc","738354","50","52.205","59.0144","49.815","47.78418","0","0","41.13644","52.205","2.64","56.791","-8.08","67.4","70.61","4.76",""
"CUBE","CubeSmart","26068588","50","52.19","65.7657","42.777","48.02759","50","96.04894","45.7539","52.19","1.44","52.949","-1.43","44.41","45.26","1.91",""
"EVTC","Evertec Inc","14246954","50","52.182","56.3309","50.685","49.53141","26.659425","3.38547","44.33694","52.182","12.26","55.266","-5.58","35","36.1","3.14",""
"VSTO","Vista Outdoor Inc","91401527","50","52.179","56.0708","48.336","52.1291","32.715545","15.63331","44.19137","52.179","12.32","53.665","-2.77","27.9","27.25","-2.33",""
"UTI","Universal Technical Institute Inc","124649729","50","52.176","67.7212","38.504","50.30402","28.635695","37.43879","54.62864","52.176","1.13","53.274","-2.06","6.26","6.54","4.47",""
"AQNB","Algonquin Power Utilities Corp","99584","50","52.161","54.0968","54.016","48.37152","78.871155","75.06854","46.7696","52.161","9.33","51.179","1.92","23.12","24.25","4.89",""
"RRX","Regal Beloit Corporation","69690121","50","52.137","63.7844","42.024","50.60163","50","20.61631","57.80377","52.137","8.75","56.966","-8.48","131.24","139.97","6.65",""
"LQDT","Liquidity Services Inc","4015313148","50","52.136","60.3761","48.129","47.90244","41.52292","2.51952","43.72168","52.136","15.77","51.41","1.41","15.02","15.99","6.46",""
"MCI","Barings Corporate Investors","5414920","50","52.132","61.4673","47.29","47.63833","38.703795","7.46603","47.40082","52.132","6.42","53.526","-2.6","14.43","13.99","-3.05",""
"CASH","Meta Financial Group Inc","826489","50","52.107","63.4615","44.084","48.77458","12.452605","1.75707","48.60834","52.107","17.06","55.785","-6.59","45.51","48.6","6.79",""
"CVGW","Calavo Growers Inc","124745587","50","52.062","61.9487","43.616","50.62035","10.34353","1.19715","43.48917","52.062","10.78","48.324","7.74","32.83","33.48","1.98",""
"VTR","VENTAS REIT","656029","31.15","52.056","58.8948","48.801","48.47105","4.357735","0","45.57265","52.056","9.02","54.544","-4.56","42.95","45.29","5.45",""
"DIAX","Nuveen Dow 30Sm","46837974","50","52.052","56.8749","50.328","48.95393","0","0.20915","52.03156","52.052","1.55","51.491","1.09","14.2","14.41","1.48",""
"EVER","EverQuote Inc Class A","5449125","50","52.045","61.0939","48.442","46.59768","25.391505","0","48.84784","52.045","23.28","59.81","-12.98","9.35","9.48","1.39",""
"HSC","Harsco Corporation","4586929","72.6","52.031","59.9126","46.901","49.27815","20.941145","3.15964","48.69694","52.031","44.35","53.81","-3.31","8.66","9","3.93",""
"GHL","Greenhill & Co Inc","77972176","50","52.024","53.058","56.659","46.35526","5.66476","0","51.42633","52.024","105.11","57.23","-9.1","14.64","14.53","-0.75",""
"PLAB","Photronics Inc","3493964","50","52.018","66.2687","42.316","47.46883","5.53871","0","46.56447","52.018","44.85","54.211","-4.05","20.36","21.78","6.97",""
"FINV","FinVolution Group","3422845","50","51.987","61.9654","46.177","47.81966","0","0","54.95414","51.987","10.44","56.62","-8.18","4.02","4.1","1.99",""
"BOKF","BOK Financial Corporation","68088306","100","51.982","59.8044","47.303","48.83764","0","0","42.56466","51.982","5.77","58.493","-11.13","81.49","86.27","5.87",""
"NTAP","NetApp, Inc.","106011476","72.2","51.973","56.0709","52.737","47.1121","28.721055","23.62011","49.92264","51.973","14.87","52.583","-1.16","68.9","70.98","3.02",""
"MBCN","Middlefield Banc","824025","50","51.97","67.8058","42.043","46.06204","33.5439","40.85686","32.8502","51.97","5.01","56.771","-8.46","24.19","26.73","10.5",""
"TSQ","Townsquare Media Inc","268491528","50","51.969","64.2918","45.403","46.21138","100","99.79259","54.9688","51.969","17.68","46.659","11.38","8.77","10.49","19.61",""
"NFE","New Fortress Energy LLC","227311652","50","51.961","65.1293","38.675","52.07982","0","0","41.90374","51.961","3.34","53.652","-3.15","26.54","29.15","9.83",""
"IIIN","Insteel Industries Inc","25969276","50","51.953","60.8695","42.718","52.27297","19.42407","1.37571","50.79688","51.953","10.23","52.414","-0.88","30.98","31.45","1.52",""
"FOX","Twenty-First Century Fox Inc","9675873","59.75","51.95","63.0852","46.089","46.67652","50","5.0128","52.08514","51.95","0.65","52.342","-0.75","28.97","29.84","3",""
"RERE","ATRenew Inc DRC","981640725","50","51.95","60.9484","48.899","46.00246","68.50227","30.19472","51.40875","51.95","28.4","51.506","0.86","2.98","2.95","-1.01",""
"KEYS","Keysight Technologies Inc","229554","65.5","51.949","61.3465","48.07","46.42917","13.034465","0","49.54417","51.949","10.85","54.48","-4.65","158.06","163.26","3.29",""
"RZB","Reinsurance Group of America, Incorporated","298958104","62.3","51.903","59.2844","47.28","49.14412","44.68735","17.57676","55.59957","51.903","0.79","52.422","-0.99","24.44","24.74","1.23",""
"MDXG","MiMedx Group Inc","74632124","-136.75","51.888","62.6172","47.438","45.60926","49.937845","6.64949","52.97929","51.888","83.43","53.197","-2.46","5.69","5.78","1.58",""
"CBRL","Cracker Barrel Old Country Store","258823074","50","51.874","64.2506","42.799","48.57157","50","87.18918","45.69501","51.874","9.25","53.206","-2.5","103.27","102.3","-0.94",""
"PSA","PUBLIC STORAGE REIT","35741592","37.05","51.858","59.8661","47.67","48.03745","50","53.53428","44.52656","51.858","4.11","53.168","-2.46","284.01","288.39","1.54",""
"CALX","Calix Inc","4837444","50","51.855","66.5998","40.616","48.34984","50","7.87693","42.30211","51.855","8.17","54.122","-4.19","44.19","51.08","15.59",""
"HCSG","Healthcare Services Group Inc","6252173","47.3","51.853","58.9871","51.787","44.78344","63.130395","75.1824","49.98126","51.853","14.97","49.185","5.42","13.88","13.92","0.29",""
"ZNTL","Zentalis Pharmaceuticals Llc","168455496","50","51.844","57.7425","49.453","48.33506","30.375155","3.14464","53.54743","51.844","57.22","50.777","2.1","27.2","26.27","-3.42",""
"FID","First Trust Intl Multi-Asset Diversified Inc","29928189","50","51.838","63.5227","45.735","46.2577","28.960655","17.15648","70.09879","51.838","2.32","50.475","2.7","15.41","15.69","1.82",""
"ENTG","Entegris Inc","1009174","95.5","51.83","58.8812","47.122","49.48805","49.11533","26.43733","54.19123","51.83","50.41","53.601","-3.3","100.88","108.39","7.44",""
"AX","Axos Financial Inc","345796","50","51.825","62.4095","42.85","50.21631","28.24632","1.29599","50.91944","51.825","12.79","56.21","-7.8","40.64","41.34","1.72",""
"SMP","Standard Motor Products Inc","334753","86.4","51.814","58.9755","46.376","50.08918","23.450315","2.16977","49.78637","51.814","4.69","54.35","-4.67","36.26","37.12","2.37",""
"ALLE","Allegion PLC","65920647","53.95","51.805","61.4586","45.896","48.06011","0","0.65519","46.11106","51.805","7.31","54.156","-4.34","105.3","109.27","3.77",""
"JOBY","Joby Aviation","7715278","50","51.743","59.3921","49.702","46.13452","46.45671","13.6193","53.35471","51.743","52.73","52.889","-2.17","5.49","5.69","3.64",""
"INSM","Insmed Inc","21469378","50","51.739","60.5042","47.572","47.13969","0","0","47.71449","51.739","15.29","53.384","-3.08","18.7","19.54","4.49",""
"ABST","Absolute Software Corporation","1586200","8.05","51.738","62.2524","43.62","49.34122","20.959125","0","43.78198","51.738","44.49","50.017","3.44","11.37","11.18","-1.67",""
"TBLD","Thornburg Income Builder Opportunities Trust Common Stock","44912663","50","51.723","60.4665","44.127","50.57577","43.379335","53.8226","59.95069","51.723","2.59","50.56","2.3","14.95","15.35","2.68",""
"BHRB","Burke & Herbert Financial Services Corp. Common Stock","805027093","50","51.71","75.6421","35.706","43.78191","26.53331","54.826","36.50194","51.71","14.06","54.062","-4.35","84.98","82","-3.51",""
"SOJD","Southern Co","90800066","50","51.702","65.5401","43.068","46.49815","54.010085","92.19475","53.98417","51.702","0.69","46.06","12.25","22.48","23.2","3.2",""
"CINF","Cincinnati Financial Corporation","98809181","61.6","51.701","63.7973","41.932","49.37374","46.62377","5.00176","43.43036","51.701","0.31","54.936","-5.89","98.26","100.58","2.36",""
"NMFC","New Mountain Finance Corporation","98109327","50","51.685","58.3273","44.1","52.62873","0","0","49.66398","51.685","5.47","53.082","-2.63","12.11","12.11","0",""
"ESI","Element Solutions Inc","335739","50","51.659","60.8397","49.075","45.06135","20.22533","3.19558","45.52316","51.659","4.21","53.962","-4.27","18.39","19.07","3.7",""
"TELA","Tela Bio Inc","677333368","50","51.655","65.7538","40.528","48.68399","26.563125","5.62974","40.36259","51.655","19.89","52.988","-2.52","10.91","10.59","-2.93",""
"PUBM","Pubmatic Inc","121429875","50","51.608","56.9979","50.015","47.80981","35.505475","0.19701","47.58177","51.608","30.18","50.681","1.83","17.25","18.17","5.33",""
"IMTX","Immatics NV","65459898","54.25","51.606","58.5289","49.72","46.57009","0","0","41.35449","51.606","42.96","52.84","-2.34","9.46","10.18","7.61",""
"BME","BlackRock Health Sciences Trust","10196823","50","51.581","61.2772","44.772","48.69278","4.90332","5.83321","45.4462","51.581","2.18","49.325","4.57","39.62","40.33","1.79",""
"TARS","Tarsus Pharmaceuticals Inc","2278717","50","51.578","62.0392","48.959","43.7359","0","0.59972","54.80467","51.578","21.38","49.673","3.84","16","17.06","6.63",""
"NBTX","Nanobiotix","85720001","44.05","51.564","62.4076","43.729","48.55453","33.597885","13.16844","41.29139","51.564","107.49","51.138","0.83","4.84","5.03","3.93",""
"TRP","TC Energy Corporation","326348033","70.05","51.559","58.3602","43.186","53.13131","9.90192","17.73627","46.06801","51.559","2.07","49.797","3.54","39.59","41.14","3.92",""
"MDT","MEDTRONIC PLC","55374244","28.65","51.545","54.9179","50.07","49.6477","35.244645","8.64494","55.99266","51.545","9.25","49.19","4.79","82.77","83.76","1.2",""
